portNumber,portName,regionNumber,regionName,countryCode,countryName,latitude,longitude,publicationNumber,chartNumber,navArea,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselLength,maxVesselBeam,maxVesselDraft,goodHoldingGround,turningArea,firstPortOfEntry,usRep,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,qtSanitation,suAviationFuel,harborUse,ukcMgmtSystem,portSecurity,etaMessage,searchAndRescue,tss,vts,cht,globalId,loRoro,loSolidBulk,loContainer,loBreakBulk,loOilTerm,loLongTerm,loOther,loDangCargo,loLiquidBulk,srIceBreaking,srDiving,cranesContainer,unloCode,dnc,s121WaterBody,s57Enc,s101Enc,dodWaterBody,alternateName,entranceWidth,lngTerminalDepth,offMaxVesselLength,offMaxVesselBeam,offMaxVesselDraft,
52240,Kendari,51970,SULAWESI,ID,Indonesia,"3°58'00""S","122°35'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,73271,XI,V,CN,G,U,U,U,N,Y,14,17,6,,1,,,,N,U,U,U,Y,,,U,Y,N,Y,Y,U,U,Y,Y,Y,U,U,Y,U,U,U,Y,U,U,U,U,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,U,Y,U,U,D,U,U,U,U,UNK,U,U,Y,U,U,U,U,{842CD357-D45F-4ED5-AD35-E3D09B1D57EF},U,U,U,U,U,U,U,U,U,U,U,U,ID KDI,"coa04e, gen04c",,,,Banda Sea; South Pacific Ocean,Kendari Bay,,,,,,
50045,Kijang,50020,INDONESIA,ID,Indonesia,"0°51'00""N","104°36'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71243,XI,V,RN,G,N,N,N,Y,N,9,23,9,,0,,,,N,U,Y,N,Y,,,U,U,Y,Y,U,U,U,Y,Y,Y,U,Y,U,Y,U,U,Y,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,N,N,N,N,N,N,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{5227D1B4-D0CD-4506-9469-836820BFCDDD},U,U,U,U,U,U,U,U,U,U,U,U,ID KIJ,"a0350060, coa03f, gen03c",,,,Natuna Sea; South China Sea; South Pacific Ocean,,,,,,,
52230,Kolonodale,51970,SULAWESI,ID,Indonesia,"1°59'00""S","121°20'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,CN,F,U,U,U,U,U,6,13,,6,3,,,,U,U,Y,U,U,,,U,U,U,U,U,Y,Y,U,U,U,U,U,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{3AC0AF86-CF94-4265-BDE9-F75B021C0B8A},U,U,U,U,U,U,U,U,U,U,U,U,ID KNL,"coa04e, gen04c",,,,Banda Sea; South Pacific Ocean,,,,,,,
51860,Kota Baru,51760,INDONESIA - BORNEO,ID,Indonesia,"3°14'00""S","116°13'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72080,XI,V,CN,G,U,U,U,Y,Y,19,16,5,14,4,,,,Y,U,U,U,Y,,,Y,U,Y,Y,Y,U,U,Y,U,Y,U,Y,Y,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{3A856164-01F2-4301-872B-B18DC2F22D08},U,U,U,U,U,U,U,U,U,U,U,U,ID KBU,"a0451860, coa04c, gen04c",,,,Makassar Strait; South Pacific Ocean,,,,,,,
50740,Kuala Kapus,50515,SUMATERA,ID,Indonesia,"3°00'00""N","114°22'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,OR,P,U,U,U,Y,U,,,5,,0,,,,U,U,U,U,Y,,,U,U,Y,Y,Y,U,U,Y,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,Y,N,N,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{42A1C085-DCAB-49CC-BE1A-B5C9EB1ACB8F},U,U,U,U,U,U,U,U,U,U,U,U,ID KKA,gen11b,,,,South China Sea; North Pacific Ocean,,,,,,,
50518,Kuala Tanjung,50515,SUMATERA,ID,Indonesia,"3°22'00""N","99°29'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71295,XI,V,OR,P,U,Y,U,Y,U,8,14,9,,2,,,,Y,Y,U,U,Y,,,U,U,Y,Y,U,Y,U,Y,U,U,U,Y,U,U,U,U,Y,U,U,U,Y,U,U,U,U,Y,U,U,U,U,U,U,Y,Y,Y,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{789D384C-F0F1-44DF-A73F-B7F243070F6B},U,U,U,U,U,U,U,U,U,U,U,U,ID KTJ,"coa03c, gen03c",,,,Strait of Malacca; Indian Ocean,Tanjung Tanjung,,,,,,
51400,Kupang,51250,LESSER SUNDA ISLANDS,ID,Indonesia,"10°10'00""S","123°35'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,73072,XI,S,CN,F,N,N,N,Y,U,5,22,5,5,2,,,,U,U,U,U,Y,,,U,U,Y,Y,Y,U,U,Y,Y,Y,U,U,Y,U,U,U,Y,U,U,U,U,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{432F317C-E854-486E-B052-3AAEFE039137},U,U,U,U,U,U,U,U,U,U,U,U,ID KOE,"a0451420, coa04g, gen04c",,,,Savu Sea; Indian Ocean,,,,,,,
52523,Labuha,52520,PULAU BATCAN,ID,Indonesia,"0°38'00""S","127°28'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,OR,F,U,Y,U,Y,U,,14,2,,0,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{66F088D0-09D2-4C7D-AB84-0250BDFD5007},U,U,U,U,U,U,U,U,U,U,U,U,ID LAH,"coa04e, gen04c",,,,Molucca Sea; South Pacific Ocean,Laboeha,,,,,,
51290,Labuhanhaji,51250,LESSER SUNDA ISLANDS,ID,Indonesia,"8°42'00""S","116°34'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72211,XI,V,OR,P,N,N,N,N,U,2,14,2,,8,,,,U,U,Y,N,U,,,U,U,Y,Y,U,U,U,U,U,U,U,U,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,N,N,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{72AA1B1E-ABED-4B5C-9E4F-51A42B1C60AF},U,U,U,U,U,U,U,U,U,U,U,U,,"coa04d, gen04c, h0451290",,,,Indian Ocean,Labuan Hadji,,,,,,
50070,Lalang Marine Terminal,50020,INDONESIA,ID,Indonesia,"1°11'00""N","102°13'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71275,XI,V,OR,P,U,U,U,Y,U,17,22,,22,2,,,,U,Y,U,N,Y,,,U,U,Y,Y,Y,Y,U,Y,Y,U,U,U,U,U,U,U,N,U,U,N,U,U,U,U,U,U,U,Y,U,U,U,U,N,N,N,N,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{3B69F9B1-E5D2-4B84-BB28-F83697E691E1},U,U,U,U,U,U,U,U,U,U,U,U,ID LAT,"coa03f, gen03c",,,,Strait of Malacca; Indian Ocean,,,,,,,
51330,Larantuka,51250,LESSER SUNDA ISLANDS,ID,Indonesia,"8°21'00""S","122°59'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,73201,XI,V,OR,G,U,U,U,U,U,,22,,,0,,,,Y,U,Y,U,U,,,U,U,U,U,U,U,U,Y,U,U,U,U,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{1AB7DF89-8351-43A2-9703-07927389696D},U,U,U,U,U,U,U,U,U,U,U,U,ID LKA,"coa04g, gen04c",,,,Savu Sea; Indian Ocean,,,,,,,
51845,Lawi Lawi Oil Terminal,51760,INDONESIA - BORNEO,ID,Indonesia,"1°27'00""S","116°46'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72100,XI,S,OR,P,U,U,U,Y,U,,22,,22,2,,,,Y,U,Y,N,Y,,,Y,U,Y,Y,Y,U,U,Y,Y,Y,U,N,U,Y,U,U,Y,U,U,N,N,N,N,U,U,U,U,Y,U,U,U,U,N,N,N,N,N,N,N,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{68209076-0CFF-4884-AB5B-CDBFBA351615},U,U,U,U,U,U,U,U,U,U,U,U,ID LLA,"a0451840, coa04c, gen04c",,,,Makassar Strait; South Pacific Ocean,,,,,,,
50650,Lhokseumawe,50515,SUMATERA,ID,Indonesia,"5°15'00""N","97°07'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71045,XI,V,OR,F,N,N,N,Y,U,9,11,9,14,2,,,,N,U,U,U,Y,,,U,U,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,U,U,U,Y,N,U,N,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,Y,Y,N,N,U,U,N,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{A37BAE1B-8E21-4667-8BBA-84E759B1B35F},U,U,U,U,U,U,U,U,U,U,U,U,ID LSW,"a0350650, coa03c, gen03c, h0350650",,,,Andaman Sea; Indian Ocean,Lhokseumawe; Semawe Town,,,,,,
51780,Lingkas,51760,INDONESIA - BORNEO,ID,Indonesia,"3°17'00""N","117°36'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72131,XI,S,OR,G,U,U,U,Y,U,6,19,8,8,7,,,,U,U,Y,U,Y,,,U,U,Y,Y,Y,U,U,Y,Y,Y,U,Y,Y,Y,U,U,Y,N,U,N,U,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,U,U,U,D,U,U,U,U,UNK,U,U,Y,U,U,U,U,{D141145A-B2B9-4979-847E-840C0185666D},U,U,U,U,U,U,U,U,U,U,U,U,,"a1151780, coa11i, gen11b",,,,Celebes Sea; North Pacific Ocean,,,,,,,
52220,Luwuk,51970,SULAWESI,ID,Indonesia,"0°57'00""S","122°48'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,OR,G,U,U,U,Y,U,6,23,6,6,0,,,,Y,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,D,U,U,U,U,UNK,U,U,Y,U,U,U,U,{092A2408-EAA7-4C81-BB93-7C3F9454FE46},U,U,U,U,U,U,U,U,U,U,U,U,ID LUW,"coa04e, gen04c",,,,Banda Sea; South Pacific Ocean,,,,,,,
52040,Manado,51970,SULAWESI,ID,Indonesia,"1°30'00""N","124°50'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,S,CN,P,U,Y,U,U,U,,23,2,,5,,,,U,U,U,U,U,,,U,U,U,Y,Y,U,U,Y,Y,Y,U,U,Y,U,U,U,N,U,U,N,U,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,U,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{FD42A87A-3D56-44B0-99EF-B49A5D975DD6},U,U,U,U,U,U,U,U,U,U,U,U,ID MDC,"coa11j, gen11b",,,,Celebes Sea; North Pacific Ocean,,,,,,,
52235,Mangkasa Oil Terminal,51970,SULAWESI,ID,Indonesia,"2°44'00""S","121°04'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,S,OR,P,N,N,N,N,U,9,20,,9,2,,,,U,U,Y,N,Y,,,Y,N,Y,U,Y,U,U,Y,Y,Y,U,Y,U,U,U,U,Y,N,U,N,U,U,U,U,U,U,U,Y,U,U,U,U,N,N,N,N,N,N,N,U,U,U,U,UNK,U,U,Y,U,U,U,U,{1B2E72E2-F977-4DB7-A017-C76854AD0CE0},U,U,U,U,U,U,U,U,U,U,U,U,,gen04c,,,,Teluk Bone; Banda Sea; South Pacific Ocean,,,,,,,
53010,Manokwari Road,52900,NEW GUINEA WEST COAST - IRIAN JAYA,ID,Indonesia,"0°52'00""S","134°05'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,CN,G,N,N,N,N,U,9,23,3,,1,,,,N,U,U,U,Y,,,Y,U,Y,Y,Y,Y,U,Y,Y,Y,U,U,Y,U,U,U,Y,U,U,U,Y,Y,Y,U,Y,U,Y,Y,U,U,U,U,Y,Y,Y,N,U,U,C,S,L,U,U,UNK,U,U,Y,U,U,U,U,{B3F50CA9-E46F-4720-AD4A-8BABC4E69628},U,U,U,U,U,U,U,U,U,U,U,U,ID MKW,"coa05h, gen05a",,,,Teluk Cenderawasih; South Pacific Ocean,Menukwari,,,,,,
51320,Maumere,51250,LESSER SUNDA ISLANDS,ID,Indonesia,"8°37'00""S","122°13'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,OR,F,Y,Y,U,U,U,6,23,6,6,2,,,,Y,U,U,U,N,,,Y,U,U,Y,Y,U,U,Y,U,Y,U,Y,Y,Y,U,U,Y,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{86E80573-2B50-4A83-8AE8-8626D4973A60},U,U,U,U,U,U,U,U,U,U,U,U,ID MOF,"coa04g, gen04c",,,,Flores Sea; Java Sea; South Pacific Ocean,,,,,,,
50922,Merak Mas Terminal,50920,JAWA,ID,Indonesia,"5°55'09""S","105°59'50""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,71180,XI,M,CN,F,U,U,U,U,U,11,23,11,11,0,,,,U,U,U,U,U,,,U,U,Y,U,U,Y,U,Y,U,U,U,Y,U,U,U,U,Y,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{69EE9241-47A4-4C76-B478-4217116787C4},U,U,U,U,U,U,U,U,U,U,U,U,ID MRK,"coa04a, gen04c",,,,"Indian Ocean, Java Sea; South Pacific Ocean",,,,,,,
53130,Merauke,52900,NEW GUINEA WEST COAST - IRIAN JAYA,ID,Indonesia,"8°29'00""S","140°23'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,RN,F,N,N,N,Y,U,5,6,3,5,3,,,,U,U,U,U,Y,,,U,N,Y,U,U,Y,U,Y,Y,Y,U,Y,U,U,U,U,Y,U,U,U,U,Y,U,U,U,U,Y,Y,U,U,U,U,N,Y,N,N,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{5E677C4A-B9C8-4AC2-9253-998818CCF874},U,U,U,U,U,U,U,U,U,U,U,U,ID MKQ,gen05a,,,,Arafura Sea; South Pacific Ocean,,,,,,,
53000,Miei,52900,NEW GUINEA WEST COAST - IRIAN JAYA,ID,Indonesia,"2°44'00""S","134°30'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,CN,F,U,U,U,U,U,23,23,,,4,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{39973E21-53D6-42BA-9EA4-9964FC7DD61F},U,U,U,U,U,U,U,U,U,U,U,U,,"coa05h, gen05a",,,,Teluk Cenderawasih; South Pacific Ocean,,,,,,,
50140,Muntok,50020,INDONESIA,ID,Indonesia,"2°04'00""S","105°10'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,71220,XI,V,CN,F,N,N,N,N,U,0,22,0,,9,,,,Y,U,U,N,N,,,U,U,Y,U,Y,U,Y,Y,N,Y,N,Y,Y,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,Y,U,U,U,U,N,N,N,N,N,N,N,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{5F7777A1-5DF1-4940-AA52-B10DF6D9CC6C},U,U,U,U,U,U,U,U,U,U,U,U,ID MUO,"coa04a, gen04c, h0450140",,,,Natuna Sea; South China Sea; South Pacific Ocean,,,,,,,
52760,Namlea,52735,BURU,ID,Indonesia,"3°17'00""S","127°05'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,CN,F,U,U,U,U,U,2,20,2,,2,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{E429C3B0-207A-4909-A727-D3765D1A39E6},U,U,U,U,U,U,U,U,U,U,U,U,ID NAM,"coa04e, gen04c",,,,Ceram Sea; Banda Sea; South Pacific Ocean,,,,,,,
51855,North Pulau Laut Coal Terminal,51760,INDONESIA - BORNEO,ID,Indonesia,"3°12'00""S","116°17'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72080,XI,V,OR,P,U,U,U,Y,Y,13,17,17,,2,,,,U,U,U,U,Y,,,U,U,Y,U,Y,U,U,Y,Y,U,U,U,U,U,U,U,Y,Y,U,N,U,Y,U,U,Y,U,U,U,U,U,U,U,U,N,N,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{96CBCEBA-D3B7-4C05-A820-B0645F1FDB0C},U,U,U,U,U,U,U,U,U,U,U,U,ID NPL,"a0451860, coa04c, gen04c",,,,Makassar Strait; South Pacific Ocean,,,,,,,
50330,Palembang,50020,INDONESIA,ID,Indonesia,"2°59'00""S","104°46'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,M,RN,E,Y,Y,N,Y,Y,3,9,6,6,1,,,,Y,Y,Y,U,Y,,,Y,U,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,U,U,U,U,Y,U,U,N,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,C,S,S,Y,U,UNK,U,U,Y,U,U,U,U,{112B12F1-27F9-44D4-A3BD-F6B08C85561E},U,U,U,U,U,U,U,U,U,U,U,U,ID PLM,"a0350300, gen03c",,,,Natuna Sea; South China Sea; South Pacific Ocean,,,,,,,
50700,Pangkalansusu,50515,SUMATERA,ID,Indonesia,"4°07'00""N","98°13'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,,XI,V,CN,F,Y,Y,N,Y,N,,5,5,22,0,,,,U,U,U,U,Y,,,U,N,Y,Y,U,U,U,Y,Y,Y,U,Y,Y,U,U,U,Y,U,U,N,U,Y,Y,U,U,Y,Y,U,U,U,U,U,Y,N,N,N,N,N,C,S,U,Y,U,UNK,U,U,Y,U,U,U,U,{98F210E4-29D4-4451-A024-55295B35C812},U,U,U,U,U,U,U,U,U,U,U,U,ID PKN,"a0350700, gen03c, h0350700",,,,Strait of Malacca; Indian Ocean,,,,,,,
50210,Pangkalpinang,50020,INDONESIA,ID,Indonesia,"2°07'00""S","106°08'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,71420,XI,V,OR,G,Y,N,N,Y,Y,2,,,,3,,,,Y,U,Y,N,N,,,U,U,Y,Y,U,U,Y,U,Y,Y,U,Y,Y,U,U,U,Y,Y,U,N,U,Y,U,U,U,U,Y,Y,U,U,U,U,U,U,Y,U,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{62B40B98-D990-46B5-9AB5-654688757F6C},U,U,U,U,U,U,U,U,U,U,U,U,ID PGK,"a0450210, coa04a, gen04c",,,,Natuna Sea; South China Sea; South Pacific Ocean,,,,,,,
50380,Panjang,50020,INDONESIA,ID,Indonesia,"5°28'00""S","105°19'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,71180,XI,V,CN,G,Y,N,N,Y,U,13,13,13,11,3,,,,U,U,Y,N,Y,,,Y,N,Y,Y,U,U,U,Y,Y,Y,Y,Y,Y,U,U,U,Y,N,U,N,U,Y,U,U,U,Y,Y,Y,N,N,Y,Y,Y,Y,N,U,U,U,C,S,S,Y,U,UNK,U,U,Y,U,U,U,U,{FDA19817-BE1D-451F-A075-FEE2280FB737},U,U,U,U,U,U,U,U,U,U,U,U,ID PNJ,"a0450380, coa04a, gen04c, h0450380",,,,Indian Ocean,East Harbor; Oosthaven,,,,,,
52560,Patani,52540,HALMAHERA,ID,Indonesia,"0°22'00""N","128°45'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,CN,F,U,U,U,U,U,,23,0,,1,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{E771DFF5-C9B3-4B64-8E4C-39DFCE6220C1},U,U,U,U,U,U,U,U,U,U,U,U,,"coa11l, gen11b",,,,North Pacific Ocean,,,,,,,
51030,Pekalongan,50920,JAWA,ID,Indonesia,"6°51'00""S","109°42'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,OR,F,Y,Y,U,Y,U,,6,,,2,,,,U,U,Y,U,U,,,U,U,U,U,U,Y,Y,U,U,U,Y,U,Y,U,U,U,Y,U,U,U,U,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,U,U,U,U,C,U,U,U,U,UNK,U,U,U,U,U,U,U,{05C5779B-49B2-49C7-A3E9-259812DA403A},U,U,U,U,U,U,U,U,U,U,U,U,ID PEX,"coa04d, gen04c",,,,Java Sea; South Pacific Ocean,,,,,,,
50971,Poleng Oil Field,50915,INDONESIA,ID,Indonesia,"6°39'00""S","112°55'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,OR,P,U,U,U,Y,U,,23,,23,0,,,,U,U,Y,U,U,,,U,U,U,Y,Y,U,U,Y,Y,U,U,Y,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,N,N,N,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{ACD5488A-7086-4D48-93AE-7E0E7A34EDD3},U,U,U,U,U,U,U,U,U,U,U,U,ID POL,"coa04d, gen04c",,,,Java Sea; South Pacific Ocean,,,,,,,
52295,Pomalaa,51970,SULAWESI,ID,Indonesia,"4°10'00""S","121°36'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,CN,F,N,N,N,N,U,5,8,6,,0,,,,U,U,Y,N,N,,,Y,N,Y,Y,Y,U,U,Y,Y,Y,U,Y,Y,U,U,U,Y,U,U,N,N,N,N,N,N,N,N,Y,U,U,U,U,N,Y,N,N,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{E3B5AA49-BE94-4A14-A099-DBA6F9736C53},U,U,U,U,U,U,U,U,U,U,U,U,ID PUM,gen04c,,,,Teluk Bone; Banda Sea; South Pacific Ocean,,,,,,,
51941,Pontianak,51760,INDONESIA - BORNEO,ID,Indonesia,"0°01'00""S","109°20'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,RN,E,Y,U,U,Y,Y,5,17,3,22,2,,,,U,Y,U,U,Y,,,U,N,Y,Y,Y,U,U,Y,Y,Y,U,Y,Y,U,U,U,Y,U,U,U,Y,Y,U,U,Y,Y,Y,U,U,U,U,U,Y,Y,Y,N,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{6120016C-0838-42A0-A1B2-9E8E87DC518B},U,U,U,U,U,U,U,U,U,U,U,U,ID PNK,"coa04b, gen04c",,,,Natuna Sea; South China Sea; South Pacific Ocean,,,,,,,
52140,Poso,51970,SULAWESI,ID,Indonesia,"1°22'00""S","120°45'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,OR,P,Y,Y,U,U,U,5,23,5,5,2,,,,U,U,U,U,N,,,U,U,Y,Y,Y,U,U,Y,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,D,U,U,U,U,UNK,U,U,Y,U,U,U,U,{DED27F42-7215-42D0-B02D-F8A1B91D7806},U,U,U,U,U,U,U,U,U,U,U,U,ID PSJ,"coa04e, gen04c",,,,Teluk Tomini; Molucca Sea; South Pacific Ocean,,,,,,,
51180,Probolinggo,50920,JAWA,ID,Indonesia,"7°43'00""S","113°13'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,OR,G,U,U,U,Y,U,2,11,2,,0,,,,U,U,U,U,N,,,N,U,Y,Y,Y,U,U,Y,Y,Y,Y,U,Y,U,U,U,Y,U,U,U,U,Y,U,U,U,Y,Y,Y,U,U,U,U,U,Y,Y,U,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{9301BFE5-1C24-4AD9-84DA-AECC032B84BA},U,U,U,U,U,U,U,U,U,U,U,U,ID PRO,"coa04d, gen04c",,,,Bali Sea; Java Sea; South Pacific Ocean,,,,,,,
50441,Pulau Baai,50020,INDONESIA,ID,Indonesia,"3°55'00""S","102°17'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,,XI,V,OR,P,U,U,U,U,U,9,11,9,11,1,,,,Y,U,U,N,Y,,,U,U,Y,U,Y,U,U,U,Y,Y,U,U,U,U,U,U,Y,Y,U,U,U,Y,U,U,U,U,Y,Y,U,U,U,U,U,Y,N,Y,U,U,N,U,U,U,U,UNK,U,U,Y,U,U,U,U,{E5DB647F-91DC-4DD4-B724-3E6A0E0334FE},U,U,U,U,U,U,U,U,U,U,U,U,,"coa03q, gen03c",,,,Indian Ocean,,,,,,,
